ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
1640,4,1,2022,65,P,178,10,10,50000
8774,8,1,2024,43,L,267,2,6,20000
6208,20,12,2022,48,P,58,7,12,20000
6717,11,12,2024,54,P,665,18,4,50000
5394,10,3,2024,79,P,999,17,3,30000
9862,27,5,2024,76,L,887,2,6,10000
8532,4,1,2024,32,L,104,8,6,40000
9418,21,9,2022,23,P,907,17,6,10000
381,21,7,2022,36,P,242,10,8,30000
2399,8,8,2023,37,L,255,7,10,30000
5457,23,1,2023,34,P,210,14,12,30000
1783,2,3,2023,28,P,887,11,10,10000
3599,6,12,2022,29,L,84,4,8,10000
5205,3,5,2023,26,P,709,8,8,50000
2898,12,3,2022,40,L,703,16,2,40000
7265,12,10,2022,21,L,94,5,7,10000
8382,28,10,2024,58,L,559,3,13,10000
2510,28,1,2023,70,L,898,6,6,20000
944,16,3,2023,53,L,662,4,6,50000
7326,31,1,2022,54,P,545,19,13,30000
9184,15,1,2024,32,P,274,8,6,40000
5863,19,10,2022,79,L,343,9,14,20000
9061,14,9,2024,32,P,522,12,3,40000
4839,10,6,2023,47,P,956,3,6,40000
8703,13,12,2022,52,P,903,12,10,30000
7333,28,10,2023,60,L,727,6,3,40000
1656,24,2,2023,64,P,349,6,13,20000
7876,30,11,2023,41,P,938,13,9,30000
5033,26,3,2024,73,L,887,20,1,40000
5510,24,4,2023,24,L,354,20,13,10000
5709,2,6,2023,78,L,659,7,5,20000
5467,26,10,2022,42,P,576,2,4,20000
3299,10,3,2024,70,P,802,6,10,50000
9044,23,4,2023,53,P,170,15,9,30000
6632,30,9,2024,54,L,306,12,12,30000
3852,15,3,2022,61,L,517,10,8,50000
8785,20,5,2023,74,L,666,2,11,50000
2202,8,7,2024,40,L,675,7,14,10000
3706,2,5,2024,63,L,27,3,12,40000
6912,23,8,2022,64,P,316,10,9,20000
5097,20,7,2022,80,P,596,13,11,20000
1087,9,10,2022,55,L,336,15,8,40000
7988,9,9,2024,67,P,737,11,5,50000
7798,22,7,2023,77,P,317,11,3,40000
8853,31,4,2024,73,P,495,12,11,40000
3219,15,12,2024,77,P,8,18,14,40000
3686,27,10,2022,65,P,541,13,12,40000
9332,8,11,2024,70,L,636,20,3,30000
2388,16,1,2023,29,L,105,18,1,50000
1576,25,12,2022,72,P,871,2,12,40000
4585,31,8,2022,41,L,985,10,9,30000
4074,27,6,2023,44,P,818,6,11,30000
9041,29,2,2024,35,P,753,12,2,30000
9765,6,2,2023,36,L,220,19,3,20000
6428,15,4,2023,52,L,9,15,7,20000
6608,25,9,2024,32,L,313,4,10,30000
1373,5,3,2023,52,P,948,9,11,30000
3255,1,11,2022,35,P,265,19,14,10000
1973,24,10,2024,56,P,209,11,13,10000
6429,5,6,2024,27,L,27,15,7,40000
1879,7,1,2023,48,L,222,17,12,20000
5208,24,7,2023,52,L,69,5,3,50000
8988,17,7,2024,59,L,537,20,9,30000
5270,7,7,2024,78,L,399,3,3,50000
7986,11,7,2022,24,L,725,19,11,30000
1227,28,10,2024,33,P,393,1,1,20000
2465,2,11,2023,65,L,486,3,6,40000
4407,3,12,2022,39,P,468,3,13,50000
958,28,9,2022,41,P,692,7,8,20000
5768,31,5,2024,69,P,121,8,11,40000
9133,8,10,2024,29,P,389,18,9,20000
3633,14,2,2023,36,P,271,7,7,30000
5351,10,3,2022,79,P,958,1,8,20000
4503,18,1,2023,32,P,781,14,13,10000
7437,24,9,2022,44,P,473,15,7,50000
897,28,3,2024,32,P,763,16,2,40000
2850,6,7,2024,53,L,63,6,3,50000
6041,21,6,2024,56,L,290,1,3,20000
3324,7,8,2024,27,P,928,10,4,20000
3266,31,8,2023,36,P,919,6,5,50000
5453,5,7,2023,59,L,995,7,10,40000
5481,19,9,2024,73,L,277,12,4,30000
4658,24,7,2023,49,P,785,12,9,20000
3705,7,8,2023,72,L,962,6,2,10000
5753,15,5,2022,74,P,587,4,3,50000
9978,17,10,2024,68,L,5,20,12,30000
7158,8,5,2023,23,P,164,9,6,30000
5570,17,4,2022,70,L,239,8,5,20000
2836,22,1,2024,72,P,747,8,3,20000
3750,8,11,2024,43,P,449,17,3,50000
9354,3,10,2022,69,P,738,19,10,20000
301,14,11,2024,68,L,603,3,3,10000
2927,4,6,2023,46,L,978,6,10,10000
3290,10,9,2023,76,L,679,7,3,10000
7470,20,11,2024,55,P,371,5,3,30000
8204,12,10,2022,57,L,89,3,8,30000
7633,9,12,2024,35,L,276,4,13,40000
4800,3,1,2024,77,P,116,4,6,20000
5233,25,3,2024,73,P,542,8,5,50000
9786,2,8,2024,35,P,209,7,3,50000
2731,7,5,2023,72,P,84,8,13,40000
3041,5,9,2023,41,L,796,10,10,10000
7777,11,11,2023,49,L,234,12,14,40000
2977,5,10,2023,39,P,727,5,5,30000
5947,21,4,2023,54,L,290,1,6,30000
4717,15,1,2023,62,L,476,8,6,50000
2009,12,5,2023,23,P,93,6,12,20000
5648,20,1,2024,38,P,312,4,1,50000
8981,17,12,2022,40,L,117,19,9,40000
1029,16,3,2024,45,L,849,16,3,20000
2835,5,7,2022,66,L,399,12,13,20000
1687,16,5,2023,64,P,456,7,8,50000
7759,13,3,2024,31,P,188,11,4,30000
44,6,6,2023,59,L,29,13,4,10000
1698,10,11,2024,31,P,318,12,1,50000
8567,13,3,2022,71,P,999,13,2,40000
4286,18,1,2024,24,P,432,8,14,50000
5569,16,8,2024,67,L,720,18,9,40000
8359,4,3,2022,42,P,445,10,10,10000
2993,7,4,2022,23,L,107,3,9,50000
4549,8,6,2023,73,L,389,7,1,10000
4585,16,7,2022,73,L,792,18,4,20000
2844,21,11,2022,36,P,752,18,12,10000
7396,3,2,2024,68,P,765,11,4,10000
478,9,10,2024,39,P,234,4,11,50000
5124,17,9,2023,76,L,97,15,9,10000
7034,11,4,2023,71,L,158,19,11,10000
8030,11,3,2022,67,L,364,3,9,30000
6480,7,11,2022,69,P,29,10,8,10000
4891,1,9,2024,53,P,809,6,13,20000
3653,28,12,2024,69,L,223,11,5,30000
6825,13,8,2024,30,L,118,14,5,40000
7628,24,5,2024,56,L,552,8,7,30000
8170,22,1,2022,38,L,86,13,9,50000
4753,14,11,2024,80,L,590,19,14,30000
615,1,9,2023,29,L,80,9,10,30000
4868,27,4,2022,52,P,181,17,12,50000
8109,8,10,2024,27,L,306,9,11,10000
8809,19,8,2023,62,L,277,6,9,30000
6221,8,4,2023,38,L,513,16,1,30000
8097,28,2,2022,58,L,397,12,10,30000
347,20,3,2024,33,P,673,7,10,40000
6811,6,7,2024,28,P,392,14,9,40000
5705,20,11,2023,54,L,966,3,5,50000
6435,7,3,2023,46,L,532,4,8,30000
6256,15,11,2024,29,P,472,14,11,40000
1685,18,3,2024,60,P,411,7,7,50000
799,6,7,2022,80,L,125,4,12,30000
8801,6,5,2024,71,L,277,3,12,10000
7012,8,11,2023,65,L,67,19,12,40000
1097,21,8,2022,50,L,748,4,12,30000
9200,10,2,2024,31,P,345,14,1,10000
5095,4,12,2024,57,P,108,17,5,10000
2596,28,7,2024,32,L,395,20,3,50000
7843,16,2,2024,56,P,218,14,14,10000
4013,8,1,2024,62,P,886,4,13,30000
232,16,8,2022,54,L,798,2,8,20000
1410,2,4,2022,37,P,908,6,12,10000
361,14,2,2022,31,P,715,19,13,10000
91,18,11,2024,46,L,348,2,6,50000
4122,18,12,2024,65,P,740,18,10,50000
7236,22,6,2024,79,L,330,7,4,30000
5596,11,2,2023,54,L,356,11,5,30000
759,28,10,2023,63,P,934,3,14,20000
146,4,2,2022,52,P,301,16,4,10000
6292,13,6,2022,52,P,47,6,10,30000
2067,27,10,2023,65,L,645,3,1,40000
6891,24,6,2024,34,P,42,18,2,50000
1654,18,9,2022,57,L,490,11,8,20000
3209,14,12,2023,36,P,778,16,2,30000
2002,4,2,2024,27,L,242,1,5,30000
4594,9,1,2022,32,L,960,3,7,10000
7998,4,4,2023,26,P,619,14,13,10000
5462,3,2,2023,69,P,309,2,5,10000
5079,10,2,2022,78,P,653,16,4,30000
2816,11,1,2022,67,L,693,14,14,40000
9728,14,7,2024,51,P,717,4,10,30000
8088,28,10,2024,52,P,285,19,3,50000
1861,28,9,2024,74,L,881,9,10,40000
4159,8,9,2022,35,P,201,20,10,20000
1403,6,8,2022,72,P,168,14,14,40000
9755,26,3,2023,60,P,430,16,10,40000
8696,31,2,2024,26,L,804,19,8,30000
8023,22,7,2023,64,L,491,16,14,20000
1013,5,7,2022,40,P,489,5,2,10000
587,8,11,2023,62,L,10,1,13,20000
6067,29,12,2024,36,L,632,1,9,30000
3861,29,10,2023,39,L,345,10,9,10000
177,3,8,2022,66,L,848,9,10,10000
4150,30,7,2023,39,L,582,4,4,10000
976,15,11,2024,49,P,47,9,6,30000
2988,20,11,2022,36,L,621,11,4,20000
8371,5,2,2023,80,P,215,2,5,20000
3066,17,12,2024,25,L,973,6,6,20000
9199,19,7,2024,61,L,540,15,1,30000
2458,6,11,2024,31,L,708,6,14,50000
747,27,4,2024,52,L,505,8,5,30000
3495,22,9,2023,53,P,905,2,14,30000
5548,10,12,2024,64,L,305,16,11,40000
9649,18,9,2023,42,P,946,10,14,10000
3843,27,11,2023,33,P,230,15,8,30000
6610,23,10,2022,64,L,352,15,14,20000
7761,25,7,2022,58,P,12,5,3,40000
83,4,10,2023,44,P,899,6,8,40000
8981,18,7,2022,56,L,424,13,4,10000
754,7,12,2022,21,L,591,8,12,50000
9386,25,5,2022,23,P,429,6,5,10000
9388,11,1,2023,61,P,649,18,14,10000
3567,24,11,2023,41,L,892,2,8,40000
4973,1,12,2024,53,L,724,11,6,10000
1066,21,8,2024,38,L,645,2,3,20000
4888,25,5,2023,23,P,900,15,14,20000
2664,15,1,2023,39,L,202,13,7,40000
2689,22,8,2022,41,P,400,9,5,30000
5809,10,11,2024,74,L,675,5,8,50000
7367,14,6,2024,74,P,759,4,6,10000
7294,9,10,2022,63,P,577,18,1,20000
4959,8,2,2024,51,L,199,8,13,40000
3132,8,6,2024,41,P,128,16,1,20000
1143,25,11,2023,80,P,639,8,11,30000
6889,13,10,2022,78,L,952,17,8,30000
1320,6,5,2024,44,P,598,3,7,10000
6793,13,6,2022,62,L,996,5,8,10000
751,30,7,2022,47,L,488,18,6,40000
7812,23,7,2022,30,L,202,13,4,10000
6476,26,3,2024,38,L,62,18,5,30000
3753,6,10,2024,48,P,674,20,8,40000
678,5,8,2022,48,P,61,15,7,10000
7797,18,2,2022,65,L,493,2,7,10000
2833,21,10,2022,61,L,709,5,12,40000
824,13,6,2024,45,P,713,1,13,50000
3807,4,7,2023,31,L,436,1,9,30000
400,1,1,2024,73,L,758,10,7,30000
216,9,3,2024,74,L,290,16,4,50000
7705,13,7,2022,55,L,751,13,11,10000
9320,2,6,2024,75,L,573,4,10,10000
686,20,9,2024,78,P,494,8,1,20000
9633,19,3,2024,34,L,209,14,6,50000
6086,25,11,2022,60,L,563,9,13,20000
567,13,12,2022,32,L,232,8,11,10000
9571,5,9,2024,35,L,72,19,3,40000
522,11,9,2024,24,L,81,8,8,20000
9932,28,2,2022,43,P,115,5,7,20000
9281,13,7,2024,65,P,52,18,3,50000
7919,21,6,2024,32,L,788,8,7,20000
8072,10,7,2022,47,L,475,5,7,50000
1978,5,9,2024,26,P,588,17,13,50000
7119,17,5,2024,64,P,452,19,14,10000
2920,9,3,2024,46,P,180,6,5,10000
2852,17,8,2022,58,P,473,1,2,30000
6874,7,9,2023,49,L,706,4,1,20000
3562,12,2,2022,32,P,989,17,1,10000
8620,22,6,2022,46,P,943,5,4,40000
9705,17,7,2022,26,L,241,6,12,20000
9321,24,11,2024,21,L,105,4,13,20000
3535,4,5,2024,25,L,712,16,14,10000
6411,5,4,2024,25,P,970,7,1,40000
3222,9,5,2024,65,P,35,20,6,50000
4455,6,7,2024,26,L,486,12,11,10000
8643,16,12,2024,30,P,681,10,3,50000
9553,26,8,2022,79,P,866,10,14,20000
9838,15,4,2023,60,P,735,11,14,50000
8185,20,5,2023,46,L,483,4,14,50000
4040,9,3,2024,36,P,943,8,2,10000
3248,8,10,2022,39,L,67,20,5,10000
4111,30,1,2024,80,P,396,10,7,10000
9646,11,8,2024,71,P,519,4,6,50000
6794,3,6,2022,62,L,90,9,10,40000
4102,5,4,2023,57,P,630,12,14,30000
5250,26,10,2024,33,L,873,8,9,20000
3981,27,2,2024,27,P,914,10,11,10000
2448,28,10,2024,70,P,956,2,9,40000
6146,21,7,2024,53,L,86,9,14,10000
6225,22,6,2024,46,P,391,1,12,20000
5592,22,7,2022,54,L,941,12,9,10000
7900,20,3,2023,55,L,822,17,12,40000
7508,12,8,2022,70,L,893,17,11,10000
6193,25,9,2024,28,L,32,11,12,30000
9313,30,9,2022,69,L,406,3,12,30000
9317,16,10,2023,71,P,642,2,13,10000
9148,7,5,2023,70,L,551,16,11,20000
8902,1,3,2022,76,L,798,14,11,40000
1629,2,4,2023,26,P,712,17,7,20000
529,22,6,2024,57,L,429,6,5,20000
8453,3,2,2022,58,L,793,18,11,30000
7374,29,6,2023,25,P,77,8,10,30000
9166,25,9,2022,33,P,387,1,8,30000
9945,27,5,2024,45,L,805,20,14,50000
3978,25,2,2024,32,L,322,16,7,50000
3696,31,12,2022,26,L,275,10,13,40000
7934,5,8,2024,67,L,750,19,5,40000
5556,29,10,2023,74,P,115,8,12,50000
3373,4,12,2022,54,L,843,1,5,30000
5504,13,8,2022,77,L,460,15,4,40000
34,18,5,2024,37,L,345,15,14,30000
4481,30,11,2023,48,L,489,12,6,40000
5138,17,11,2022,35,L,473,6,3,10000
9500,28,4,2024,43,P,213,9,8,50000
9054,22,7,2023,39,L,854,20,14,50000
7328,18,10,2023,29,L,524,7,6,20000
6224,11,4,2023,32,L,63,1,10,30000
5949,23,5,2022,77,P,225,9,3,10000
7098,11,5,2023,72,P,345,3,11,40000
3078,22,11,2024,74,L,218,2,14,20000
1558,30,3,2024,58,P,565,17,11,40000
8116,13,9,2024,26,P,98,15,2,50000
2772,12,6,2023,72,L,134,8,9,20000
4366,20,4,2023,53,P,611,19,11,10000
425,16,2,2023,45,P,775,19,10,10000
5218,10,7,2023,34,P,538,2,4,30000
4505,15,9,2024,54,L,728,4,12,50000
3601,27,1,2024,59,P,769,8,1,20000
616,1,2,2022,69,L,762,18,9,40000
8749,13,12,2023,72,P,423,5,11,30000
8778,25,5,2023,75,P,392,18,7,20000
4189,24,1,2024,24,L,719,3,10,50000
3746,19,3,2024,58,L,215,15,7,30000
519,6,4,2022,69,L,457,11,4,20000
8907,4,9,2023,59,P,354,15,1,10000
1751,2,9,2023,48,P,779,10,3,20000
8199,28,11,2024,47,P,859,9,11,50000
1248,2,3,2024,50,L,199,8,9,20000
7967,25,5,2024,65,L,51,2,12,30000
857,4,2,2022,28,L,117,9,8,50000
5133,4,8,2022,43,L,137,14,5,50000
5012,21,7,2022,40,L,140,1,8,20000
8000,16,11,2023,58,P,131,2,4,40000
2454,5,6,2022,68,L,778,7,3,10000
6218,8,7,2022,45,L,798,12,7,20000
9825,28,4,2023,37,L,177,6,3,50000
915,4,10,2023,42,P,8,1,5,40000
1892,9,4,2024,69,L,862,18,10,50000
7602,23,4,2023,32,L,960,7,2,50000
9071,15,6,2022,79,L,291,13,11,50000
648,19,5,2022,51,L,14,12,6,20000
4536,18,5,2023,57,L,919,12,6,10000
2668,20,6,2022,26,L,754,18,1,10000
6824,20,2,2024,47,P,617,5,6,10000
1855,16,4,2022,66,L,813,14,10,40000
3041,19,7,2023,32,P,916,10,3,50000
3295,26,7,2024,45,P,159,5,8,30000
7965,31,4,2024,42,L,416,20,9,40000
5521,5,3,2024,67,P,854,3,12,50000
7266,26,5,2023,41,P,217,3,13,50000
7972,19,11,2024,76,L,145,1,12,20000
6537,20,6,2023,66,L,790,5,1,30000
1200,23,4,2023,60,P,294,16,8,50000
9663,27,2,2022,62,L,582,7,12,30000
8028,30,1,2024,52,P,673,12,8,10000
7757,13,12,2022,23,L,122,20,7,20000
5956,20,3,2022,48,L,185,16,14,40000
1910,18,5,2022,80,P,575,10,8,20000
4346,28,7,2022,60,P,378,6,13,10000
502,26,8,2024,49,P,29,17,4,50000
7178,11,2,2023,72,P,329,3,12,40000
6568,2,3,2022,22,P,161,6,8,40000
3719,11,9,2023,25,P,647,16,1,10000
6356,3,8,2024,40,L,817,12,12,30000
5905,30,7,2022,53,L,913,7,11,50000
6146,27,4,2022,73,P,954,11,11,50000
2982,12,11,2022,68,L,370,9,11,10000
606,16,12,2024,62,L,610,4,12,50000
6411,14,8,2023,28,L,73,16,11,40000
2133,19,6,2023,40,P,650,5,1,30000
9699,27,10,2024,59,L,240,9,3,20000
8400,7,6,2024,74,L,20,9,6,30000
294,8,9,2024,22,P,406,14,4,30000
5110,4,5,2024,44,L,546,18,6,30000
415,6,3,2022,21,L,680,3,11,40000
6287,18,3,2023,54,L,148,15,4,20000
1512,3,7,2023,67,L,766,12,2,50000
855,12,5,2022,78,L,58,1,14,20000
3777,9,11,2022,30,P,436,7,7,50000
636,10,6,2022,21,P,392,5,2,30000
2355,25,8,2022,41,L,757,4,9,30000
6303,10,9,2023,69,P,734,19,11,30000
7585,9,4,2023,62,L,802,17,5,30000
6985,12,12,2024,54,L,644,9,2,50000
709,22,7,2022,60,L,827,18,14,40000
457,28,1,2024,70,L,127,15,9,10000
2226,1,7,2022,24,L,245,11,4,20000
5465,8,3,2024,37,P,908,9,5,10000
2664,3,9,2024,51,P,480,6,13,40000
3576,6,4,2023,37,P,596,4,5,30000
4616,29,1,2023,63,L,660,17,1,40000
5204,20,8,2024,62,L,373,13,8,50000
2735,27,10,2023,74,L,754,8,7,40000
3041,26,6,2022,31,L,127,6,8,30000
1052,27,7,2024,78,P,857,3,9,50000
5883,29,9,2024,72,L,304,13,14,10000
9439,20,9,2023,30,L,930,5,1,40000
3953,30,10,2024,25,P,27,10,11,20000
145,10,9,2023,21,P,519,13,2,40000
488,13,1,2022,64,L,902,5,14,20000
4067,16,3,2022,50,P,799,18,7,50000
4906,25,11,2023,62,P,263,5,11,50000
3910,31,7,2022,67,L,998,9,6,50000
2999,23,1,2023,43,P,957,10,13,20000
2502,24,12,2023,67,P,325,9,13,10000
4712,11,7,2022,76,P,22,4,9,30000
6569,4,11,2024,23,L,732,5,2,50000
2757,14,8,2024,43,L,6,19,12,50000
6721,3,9,2024,53,P,861,17,14,40000
5047,28,12,2024,59,L,41,4,12,30000
7797,21,8,2024,33,L,947,17,8,10000
4298,20,6,2022,74,P,480,18,11,50000
954,16,12,2024,44,P,611,14,1,20000
3847,16,12,2023,65,L,642,3,12,20000
1893,20,2,2024,52,P,81,11,10,40000
3555,22,7,2023,52,P,744,10,8,50000
3395,7,8,2023,64,P,294,8,9,10000
9865,27,8,2022,41,P,123,1,9,50000
4990,4,11,2024,34,P,135,12,14,40000
4630,27,1,2024,45,P,957,20,13,50000
2919,30,1,2022,31,L,563,20,9,50000
9468,31,4,2024,55,P,552,5,11,30000
2027,19,12,2023,47,P,156,4,9,50000
6090,17,5,2022,59,P,178,17,6,20000
6477,15,8,2023,73,L,996,1,1,50000
9178,27,6,2022,67,L,680,9,7,50000
4607,29,2,2023,74,P,686,13,4,40000
2215,5,5,2022,36,L,295,20,13,10000
1918,8,1,2022,30,P,166,2,2,50000
4750,2,8,2023,21,P,931,13,12,20000
5032,20,2,2022,68,P,44,13,7,20000
2220,17,2,2024,26,L,11,5,11,20000
6532,25,6,2024,77,P,137,3,10,40000
1432,11,6,2023,28,P,997,2,7,30000
8545,20,5,2022,43,P,119,19,7,50000
8379,22,1,2023,25,L,228,14,7,40000
1100,28,9,2023,68,P,155,12,7,30000
4956,16,10,2023,79,P,882,19,6,40000
5441,24,10,2023,30,P,531,16,8,10000
6371,4,9,2023,68,P,36,10,11,50000
6499,16,3,2024,70,L,74,20,3,40000
5505,16,5,2023,26,L,891,11,4,40000
8741,7,12,2022,70,L,876,17,8,20000
5398,12,12,2024,43,L,799,12,3,30000
4474,26,2,2023,41,P,44,10,2,40000
1467,21,12,2023,69,L,741,5,7,20000
2503,9,8,2022,24,L,151,1,13,10000
1979,17,1,2023,43,L,872,14,7,20000
4219,17,10,2022,60,P,886,20,5,20000
7280,28,3,2023,27,P,297,3,12,40000
5421,31,8,2023,28,L,868,18,7,10000
4001,10,11,2022,30,L,853,14,12,50000
2937,30,1,2023,74,L,57,19,13,50000
2476,18,7,2024,46,P,889,18,14,30000
9690,9,5,2023,56,P,438,7,11,30000
1859,27,5,2023,70,P,694,5,9,40000
4326,8,7,2024,72,P,106,16,13,30000
1166,7,11,2022,51,P,145,7,10,30000
3279,5,11,2024,56,L,112,14,1,50000
3427,19,2,2024,40,P,841,5,7,30000
1766,3,4,2024,46,P,542,11,2,40000
9017,24,3,2022,76,L,11,5,14,10000
3293,13,4,2022,73,L,406,11,5,30000
4249,16,5,2024,51,L,529,2,14,30000
1469,24,1,2022,49,P,961,9,2,50000
7403,14,3,2023,52,P,149,20,5,20000
87,10,9,2022,26,L,19,1,9,40000
3783,20,9,2024,31,L,407,2,6,20000
8276,19,4,2022,57,L,226,15,14,50000
754,2,8,2023,71,L,956,10,12,40000
3627,10,7,2023,59,L,158,3,12,20000
7511,20,12,2022,22,L,98,7,1,10000
9422,25,11,2022,26,L,422,20,11,30000
6835,10,3,2022,78,L,341,9,1,40000
5141,4,9,2022,22,L,690,16,13,20000
6210,18,4,2023,27,L,211,10,12,50000
6105,18,5,2022,73,P,568,7,8,30000
1444,4,2,2023,61,L,115,2,11,40000
7981,9,4,2022,78,P,904,2,8,30000
2774,17,3,2022,72,P,731,5,7,50000
8437,5,2,2022,49,L,657,13,9,30000
8516,18,8,2022,36,L,618,18,11,40000
1329,26,3,2023,42,L,692,19,9,10000
3424,13,7,2024,40,P,348,6,13,40000
9718,4,6,2023,80,L,418,8,13,50000
8809,12,6,2023,41,L,258,10,4,30000
9179,10,4,2023,46,P,852,19,10,20000
3576,21,7,2024,26,P,740,20,8,10000
8767,3,3,2022,73,L,224,12,2,40000
8174,23,11,2022,69,L,709,17,6,50000
1974,27,12,2023,32,L,601,3,12,30000
9519,20,8,2023,62,P,966,2,13,40000
7764,21,8,2022,47,P,768,3,9,20000
785,22,1,2022,39,L,652,5,4,20000
4161,9,1,2024,65,P,253,17,12,40000
1547,6,11,2023,35,L,425,7,9,10000
4683,1,3,2024,70,L,140,1,12,30000
7952,5,8,2022,38,L,511,3,1,30000
247,2,1,2022,35,L,223,7,1,20000
5428,19,3,2022,29,P,57,4,11,20000
3903,5,4,2023,33,L,895,18,2,20000
6777,20,5,2024,28,L,311,3,14,50000
8552,9,8,2023,37,P,300,11,2,50000
3118,9,10,2023,62,L,622,4,2,30000
6863,22,8,2024,28,P,66,10,7,10000
4913,22,1,2022,26,L,837,2,12,10000
5247,5,3,2023,59,P,200,6,8,10000
4244,7,11,2024,61,L,832,3,2,30000
4621,6,11,2023,71,P,259,14,12,50000
2596,29,9,2024,26,L,842,6,6,50000
6503,13,3,2024,46,P,636,8,1,10000
7929,14,7,2023,68,L,156,10,10,10000
1125,5,2,2022,46,P,200,7,2,10000
7161,13,6,2024,64,P,486,2,13,20000
5344,8,1,2022,44,L,444,16,6,40000
8298,19,12,2023,31,P,882,13,3,40000
5538,6,10,2022,45,P,117,8,14,20000
5188,6,6,2022,31,L,787,6,4,30000
5765,17,10,2024,57,L,453,18,5,40000
8056,21,4,2022,62,L,38,5,3,10000
5912,12,11,2022,54,L,58,5,12,40000
5927,8,7,2022,65,L,915,14,1,30000
8927,14,1,2022,23,L,147,15,9,30000
4007,12,11,2023,51,P,13,12,13,30000
7889,30,2,2023,73,P,699,19,8,50000
795,8,12,2024,50,P,385,14,14,40000
7030,6,11,2023,23,P,507,4,9,30000
3316,25,4,2024,77,P,367,10,4,20000
3926,17,11,2023,50,L,658,15,12,10000
8494,30,7,2022,66,P,21,1,13,10000
8603,28,6,2024,41,P,341,12,3,40000
6381,14,4,2022,39,P,713,3,3,50000
384,31,3,2023,21,P,818,16,10,10000
164,24,10,2024,74,L,956,11,3,30000
7317,18,11,2024,42,L,126,1,14,50000
6977,25,6,2024,29,L,307,18,1,10000
6824,5,10,2022,38,P,794,10,1,30000
5685,3,7,2024,27,P,974,2,11,30000
5323,1,2,2024,68,L,52,4,9,50000
500,28,7,2022,67,L,269,4,4,40000
3451,7,10,2022,55,P,714,15,10,20000
6242,23,7,2023,70,L,97,4,6,30000
7293,4,4,2024,41,L,679,13,8,20000
1705,14,10,2022,65,L,524,3,4,20000
1320,18,1,2024,50,P,483,15,12,20000
3765,28,2,2023,52,L,677,11,2,10000
8954,13,10,2024,22,P,628,12,1,10000
412,19,8,2024,32,P,786,5,1,30000
9026,9,2,2023,59,P,762,19,9,30000
3812,16,12,2024,71,P,104,10,3,30000
8962,20,12,2023,43,P,308,1,9,20000
68,27,8,2022,59,P,818,12,7,20000
3336,30,10,2023,47,L,664,11,8,10000
7298,31,1,2023,71,L,307,6,3,20000
7165,15,8,2022,54,P,931,1,12,10000
358,4,12,2023,52,L,621,8,14,30000
6074,19,2,2024,44,P,493,8,12,40000
8123,19,10,2024,74,P,994,4,3,30000
6759,19,3,2024,45,P,991,3,4,10000
5802,27,2,2023,74,P,266,6,6,50000
2991,30,6,2023,76,L,143,7,4,20000
2766,16,9,2022,45,P,466,6,14,10000
6196,19,3,2024,47,P,769,14,2,20000
1238,20,4,2023,46,L,37,18,6,20000
9451,7,4,2024,26,P,311,7,8,10000
6565,20,4,2024,72,P,963,12,1,40000
584,22,6,2022,27,P,34,2,12,20000
3640,24,9,2024,77,L,810,7,8,20000
7821,9,9,2023,53,L,567,7,8,30000
8487,31,3,2022,28,L,54,12,9,10000
8485,26,9,2023,63,L,921,11,5,30000
7122,7,5,2022,41,L,520,20,11,30000
6276,28,2,2024,49,L,239,6,3,10000
6303,25,6,2023,77,L,890,9,2,30000
3630,3,11,2024,23,L,412,11,2,30000
4586,1,11,2024,79,P,816,1,6,30000
5196,30,3,2024,72,L,547,9,6,20000
5202,28,2,2022,36,P,156,16,1,50000
876,14,3,2022,52,L,979,8,12,20000
60,26,12,2024,62,L,237,16,11,40000
5573,1,7,2023,41,P,994,12,7,20000
4508,17,3,2022,77,P,595,8,7,10000
246,4,7,2023,22,L,947,18,4,40000
8643,22,12,2022,69,L,821,3,5,30000
3223,27,5,2024,64,P,335,12,2,40000
4263,14,2,2024,65,P,436,16,13,30000
9594,21,5,2024,32,P,630,11,5,50000
3774,30,8,2022,66,L,61,17,8,20000
7318,24,7,2024,55,L,789,12,14,40000
8182,5,10,2022,54,P,339,2,10,40000
341,4,1,2024,71,L,831,12,4,40000
860,3,1,2023,27,L,691,16,6,40000
9651,20,1,2022,59,L,324,4,14,40000
7246,1,1,2022,43,P,212,15,4,40000
2641,22,11,2024,24,P,797,8,8,30000
905,24,2,2023,68,P,949,17,10,30000
7868,22,5,2022,32,L,634,5,6,50000
5737,13,6,2022,46,L,527,11,5,30000
75,22,9,2024,31,P,35,7,10,10000
3673,20,10,2023,35,P,412,4,10,50000
9197,16,4,2022,44,L,503,4,3,10000
5118,11,1,2023,59,L,944,10,2,20000
9196,24,6,2023,57,P,671,18,10,50000
3629,2,4,2022,74,P,324,8,13,50000
9091,22,3,2024,59,P,203,12,11,30000
4106,19,7,2023,74,P,972,20,10,50000
839,17,10,2022,59,L,658,8,1,20000
2433,14,5,2023,54,L,866,16,4,50000
6499,7,3,2022,26,P,339,14,12,20000
952,16,4,2023,33,P,840,17,14,50000
6136,3,4,2023,62,P,774,12,5,20000
2850,30,8,2023,75,P,937,7,8,20000
6068,20,10,2022,30,L,732,20,5,40000
9359,31,6,2022,72,L,66,15,6,30000
